NIT;SUBSECTOR;VENTAS;GASTOFINANCIERO
890905893;CONSERVAS, ALIÑOS Y SALSAS;50367020000;332480000
890928577;CONSERVAS, ALIÑOS Y SALSAS;17876161000;81508000
900068802;CONSERVAS, ALIÑOS Y SALSAS;1963548000;96292000
900326706;CONSERVAS, ALIÑOS Y SALSAS;94393569000;147460000
900578801;CONSERVAS, ALIÑOS Y SALSAS;8689605000;12287000
900649144;CONSERVAS, ALIÑOS Y SALSAS;26987503000;665570000
811015541;CURTIMBRES;82360021000;1151848000
800244322;DEPARTAMENTOS;16443246000;13049000
900120045;DEPARTAMENTOS;28414479000;1202018000
14212809;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;30245160000;191953000
14893385;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;2205119000;195602000
16589725;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;39386487000;63423000
70115129;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;2027546000;217442000
79334663;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;1986609000;11050000
85466820;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;36045929000;436523000
800005260;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;172441459000;5000
800015615;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;110761818000;2337466000
800030594;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;6534577000;135982000
800047489;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;60105625000;166231000
800050749;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;30473261000;316622000
800060288;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;52624210000;1521472000
800079536;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;37493840000;433822000
800098870;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;19762079000;154255000
800109274;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;36276027000;207856000
800130890;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;51644328000;937674000
800143348;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;16476980000;131272000
800146643;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;43802191000;1208234000
800157021;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;12980016000;12874000
800181098;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;5396262000;1337000
800186960;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;725239263000;8551524000
800195190;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;95390363000;790126000
800200237;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;64023402000;1326031000
800201315;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;53870369000;369852000
800211028;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;10122126000;8284000
800215548;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;46142728000;104134000
800228108;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;12362378000;3317000
800228890;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;23448359000;136093000
800248617;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;136071964000;606126000
804007120;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;39627398000;209674000
805000929;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;105676242000;2044000000
805019569;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;97504567000;333046000
805019599;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;67664663000;99119000
806000926;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;43509565000;114055000
806006113;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;23902753000;255032000
810000142;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;10221504000;49545000
811010574;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;52678284000;535553000
811022981;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;308679621000;3548065000
811022997;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;131358061000;5074306000
811023302;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;3952127000;16233000
811023992;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;107929552000;853330000
811025289;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;389213000000;96000000
811039091;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;49903707000;125211000
811042361;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;115889196000;816423000
811043026;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;8853948000;81331000
830025104;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;11292650000;1233391000
830026818;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;58711717000;486133000
830039485;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;27378928000;693044000
830072740;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;64944000000;1989000000
830074144;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;64052439000;5739903000
830080157;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;27360990000;565960000
830111367;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;130920328000;459921000
830133722;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;43817416000;1514549000
830509277;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;5946331000;74770000
830510909;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;97045716000;522028000
832004104;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;42268068000;272736000
860000261;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;377604073000;2853597000
860000615;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;60010329000;1093865000
860002693;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;320326302000;413889000
860044349;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;52550593000;38628000
860054249;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;197822950000;1790007000
860075208;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;89294979000;106340000
860353137;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;26909359000;481063000
860508392;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;130053012000;532745000
860511541;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;37882811000;409416000
860518629;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;59838936000;567000
860521637;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;160649834000;3716340000
860530386;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;30512327000;31214000
860532244;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;185455035000;408014000
890101176;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;236179879000;3791083000
890101279;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;164612210000;4912074000
890105365;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;13692346000;1248000
890201311;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;97238852000;1261538000
890204134;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;187671371000;70626000
890300554;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;521659647000;6595938000
890700058;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;242737550000;3654670000
890702335;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;24846833000;188575000
890705085;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;29978101000;2612320000
890900250;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;277604965000;2248675000
890900395;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;69471232000;372701000
890900943;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;4194034709000;16172881000
890902595;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;62804348000;509534000
890902704;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;53912237000;804790000
890903267;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;25047443000;137696000
890905360;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;333963996000;1513548000
890907841;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;47240400000;124755000
890914614;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;22892699000;806401000
890915197;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;36053311000;260868000
890915475;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;99030114000;2529193000
890916575;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;249464688000;6324566000
890921335;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;31705264000;270884000
890921463;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;27592312000;134926000
890926933;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;72622250000;116629000
890937016;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;44974862000;150934000
891100827;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;39749713000;83396000
891407961;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;17207084000;122318000
892003617;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;60301851000;380000
892201114;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;49592146000;649820000
900026211;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;67016504000;49700000
900058852;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;113079214000;2428505000
900060047;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;29452118000;125562000
900104550;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;5720142000;109844000
900125919;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;23972703000;238999000
900126024;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;39413632000;1836618000
900138444;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;13548153000;97184000
900189197;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;841690000;4390000
900211120;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;28158109000;6106000
900213759;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;67321000000;1080000000
900220131;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;9315508000;222195000
900245553;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;3444460000;149823000
900252727;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;49938648000;586684000
900258110;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;17971000000;80000000
900262893;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;33118770000;586924000
900268336;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;5681143000;92015000
900272807;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;8871509000;28089000
900276383;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;7839566000;785551000
900282268;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;8617041000;208413000
900284244;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;23835630000;487400000
900294618;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;4897593000;364464000
900305673;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;37168679000;1076000
900314598;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;10045989000;266077000
900315039;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;6761712000;125154000
900321063;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;12753176000;70454000
900345431;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;105042193000;710899000
900358924;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;26708002000;205137000
900367261;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;8527978000;268348000
900383385;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;331576263000;804227000
900390710;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;28365094000;6600000
900397836;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;42395822000;993744000
900397839;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;204914788000;3760276000
900404671;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;55063411000;559079000
900414293;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;3059715000;32545000
900421310;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;23740825000;52980000
900448115;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;47577283000;588667000
900459717;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;3066209000;14853000
900460858;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;55636773000;906392000
900495930;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;29218724000;287489000
900529094;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;11618612000;70142000
900530508;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;8649711000;92726000
900536729;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;10532247000;61877000
900537269;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;1146589000;4010000
900553170;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;432522332000;2090483000
900631593;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;7594160000;17455000
900653802;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;32801954000;50038000
900659788;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;3731065000;19967000
900659798;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;32366636000;464110000
900674139;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;30045449000;748918000
900736354;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;7464217000;46737000
900764727;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;2769594000;1381000
900799976;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;4928646000;22761000
900855360;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;12725034000;19524000
900858076;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;158907000;244000
4006600063;DISTRIBUIDORES PRODUCTOS CONSUMO MASIVO;267298668370;2340056210
3707869;EDIFICACIONES;28752555000;573998000
800006902;EDIFICACIONES;300860000;1872000
800007455;EDIFICACIONES;13959857000;105261000
800010426;EDIFICACIONES;944234000;49559000
800018771;EDIFICACIONES;2161460000;7121000
800022115;EDIFICACIONES;1672798000;259664000
800023247;EDIFICACIONES;13603635000;15629000
800026389;EDIFICACIONES;3703250000;256611000
800027617;EDIFICACIONES;68280618000;1030809000
800028206;EDIFICACIONES;26711381000;752000000
800037199;EDIFICACIONES;29695985000;3356761000
800044906;EDIFICACIONES;1144776000;301000000
800045458;EDIFICACIONES;4023323000;1117137000
800046286;EDIFICACIONES;7436283000;31104000
800051984;EDIFICACIONES;4928178000;207358000
800053720;EDIFICACIONES;1149358000;120084000
800057165;EDIFICACIONES;6026931000;389286000
800069640;EDIFICACIONES;199238000;1864000
800071652;EDIFICACIONES;999290000;220356000
800082726;EDIFICACIONES;7587445000;3371503000
800086042;EDIFICACIONES;100415400000;1677100000
800093117;EDIFICACIONES;226574207000;3141184000
800094968;EDIFICACIONES;96732163000;6933617000
800096890;EDIFICACIONES;14773866000;284000000
800109273;EDIFICACIONES;60247789000;352184000
800112185;EDIFICACIONES;17551925000;124144000
800116050;EDIFICACIONES;2061183000;292860000
800136561;EDIFICACIONES;74653003000;229098000
800136847;EDIFICACIONES;1518901000;42792000
800141734;EDIFICACIONES;100259959000;1375116000
800149556;EDIFICACIONES;1237564000;2443000
800150443;EDIFICACIONES;24145414000;331641000
800152650;EDIFICACIONES;246003000;4716000
800161633;EDIFICACIONES;168520547000;4031218000
800162157;EDIFICACIONES;2087974000;10729000
800163131;EDIFICACIONES;23345962000;2981605000
800174261;EDIFICACIONES;14238212000;107751000
800180264;EDIFICACIONES;31042073000;1417764000
800182204;EDIFICACIONES;20031216000;89594000
800182895;EDIFICACIONES;7070590000;852270000
800185295;EDIFICACIONES;762806445000;15374389000
800187738;EDIFICACIONES;5754110000;293526000
800190263;EDIFICACIONES;18207541000;520116000
800192961;EDIFICACIONES;9738223000;517986000
800199396;EDIFICACIONES;1392200000;701000
800200598;EDIFICACIONES;207209129000;2001116000
800208590;EDIFICACIONES;6422752000;1432842000
800210309;EDIFICACIONES;3603425000;50419000
800222763;EDIFICACIONES;52154222000;11453339000
800222937;EDIFICACIONES;123471991000;3747243000
800235545;EDIFICACIONES;51467794000;826087000
800239481;EDIFICACIONES;40116884000;360382000
800240724;EDIFICACIONES;14297519000;1725173000
800243902;EDIFICACIONES;598204000;17497000
800249230;EDIFICACIONES;4065187000;237855000
800249704;EDIFICACIONES;218438437000;1971128000
800250711;EDIFICACIONES;777400000;24141000
800252523;EDIFICACIONES;10718687000;323281000
801001608;EDIFICACIONES;14700397000;692725000
801001885;EDIFICACIONES;20196600000;216269000
801004159;EDIFICACIONES;2701281000;7222000
801004232;EDIFICACIONES;6030477000;307427000
802002678;EDIFICACIONES;20574929000;274659000
802003326;EDIFICACIONES;2730184000;11573000
802017659;EDIFICACIONES;17069574000;292800000
802019047;EDIFICACIONES;19435389000;95955000
804001380;EDIFICACIONES;7816784000;427656000
804003640;EDIFICACIONES;12846065000;1238283000
804011499;EDIFICACIONES;885407000;69468000
804014996;EDIFICACIONES;18983641000;515660000
804017887;EDIFICACIONES;72056522000;1373041000
805026500;EDIFICACIONES;25209597000;1523624000
805029384;EDIFICACIONES;53678453000;1369566000
805030849;EDIFICACIONES;6351806000;544854000
805031260;EDIFICACIONES;23143063000;32186000
806013058;EDIFICACIONES;10121496000;183189000
806014108;EDIFICACIONES;62465237000;1684588000
806016131;EDIFICACIONES;2161326000;157501000
807006174;EDIFICACIONES;11716901000;223471000
810002455;EDIFICACIONES;36781778000;1982323000
811000555;EDIFICACIONES;707080000;653425000
811020804;EDIFICACIONES;61956576000;1930020000
811023815;EDIFICACIONES;8392043000;10548000
811026526;EDIFICACIONES;12763206000;130249000
811027681;EDIFICACIONES;22810664000;500190000
811032292;EDIFICACIONES;116986123000;7475816000
811033664;EDIFICACIONES;3017004000;55930000
811035732;EDIFICACIONES;3315009000;921016000
811039122;EDIFICACIONES;2075701000;22581000
811040443;EDIFICACIONES;10209429000;257651000
811041320;EDIFICACIONES;32255807000;206575000
811044597;EDIFICACIONES;15059643000;3359530000
812003155;EDIFICACIONES;5710560000;84224000
813001376;EDIFICACIONES;20998166000;1619588000
813002772;EDIFICACIONES;4978736000;86661000
813003421;EDIFICACIONES;8045204000;7960000
813003433;EDIFICACIONES;2003893000;170825000
813013767;EDIFICACIONES;4673982000;556804000
814001131;EDIFICACIONES;76028372000;745407000
814007224;EDIFICACIONES;11681466000;293207000
815001646;EDIFICACIONES;14279234000;972966000
815002311;EDIFICACIONES;445137000;166000000
816001249;EDIFICACIONES;9870407000;114783000
816001550;EDIFICACIONES;701718000;59091000
816007202;EDIFICACIONES;1745460000;33910000
817002218;EDIFICACIONES;8803895000;459090000
819002380;EDIFICACIONES;31175795000;146752000
820003863;EDIFICACIONES;4746911000;43220000
822007442;EDIFICACIONES;8729200000;129840000
830009651;EDIFICACIONES;14911056000;72229000
830012053;EDIFICACIONES;431932796000;1034347000
830017265;EDIFICACIONES;750951000;5164000
830032573;EDIFICACIONES;4257513000;305430000
830035896;EDIFICACIONES;15540597000;217120000
830043430;EDIFICACIONES;6181455000;374483000
830044223;EDIFICACIONES;526259000;13524000
830047347;EDIFICACIONES;27617000;12883000
830052583;EDIFICACIONES;2791151000;233593000
830063972;EDIFICACIONES;963483000;1267000
830064222;EDIFICACIONES;19321251000;446693000
830067178;EDIFICACIONES;2036901000;130775000
830067699;EDIFICACIONES;14292165000;1094680000
830086340;EDIFICACIONES;6980584000;458085000
830093499;EDIFICACIONES;538624000;34635000
830096878;EDIFICACIONES;5380054000;140096000
830097622;EDIFICACIONES;31974249000;191306000
830102903;EDIFICACIONES;6450944000;485851000
830104051;EDIFICACIONES;2715231000;1809000
830110454;EDIFICACIONES;3544686000;275375000
830114143;EDIFICACIONES;8354996000;459235000
830116281;EDIFICACIONES;784325000;29790000
830117686;EDIFICACIONES;369896000;35549000
830119070;EDIFICACIONES;1464249000;11084000
830126461;EDIFICACIONES;21650686000;1205987000
830126910;EDIFICACIONES;3335159000;15486000
830141325;EDIFICACIONES;15752133000;662509000
830142908;EDIFICACIONES;2172609000;152516000
830145985;EDIFICACIONES;330733000;101327000
830146768;EDIFICACIONES;17665415000;4086305000
830503645;EDIFICACIONES;4960402000;1385000
830505170;EDIFICACIONES;574885000;3320000
830506601;EDIFICACIONES;1634471000;193367000
830507738;EDIFICACIONES;299866000;6901000
830508765;EDIFICACIONES;3267989000;409053000
830509112;EDIFICACIONES;8635601000;147248000
830509518;EDIFICACIONES;500283000;114000
830513825;EDIFICACIONES;1079054000;11491000
832011156;EDIFICACIONES;7633346000;697892000
860002837;EDIFICACIONES;49015000000;6500000000
860006282;EDIFICACIONES;150641597000;547696000
860028302;EDIFICACIONES;3105036000;1548646000
860030872;EDIFICACIONES;1364892000;122900000
860043912;EDIFICACIONES;10764231000;221271000
860048112;EDIFICACIONES;15157355000;1251985000
860048247;EDIFICACIONES;43202205000;1517123000
860058070;EDIFICACIONES;459059639000;8721023000
860062854;EDIFICACIONES;15627076000;3155611000
860067697;EDIFICACIONES;14391482000;1090585000
860074389;EDIFICACIONES;79715611000;264674000
860090032;EDIFICACIONES;73296375000;20566000
860090819;EDIFICACIONES;43318611000;1564521000
860353004;EDIFICACIONES;28745234000;217211000
860353257;EDIFICACIONES;1834059000;19462000
860504357;EDIFICACIONES;565143000;2859000
860509527;EDIFICACIONES;13543540000;806000
860513493;EDIFICACIONES;140283810000;14411060000
860515331;EDIFICACIONES;1188334000;37137000
860521822;EDIFICACIONES;13595783000;20964000
860523122;EDIFICACIONES;15613368000;84729000
860523790;EDIFICACIONES;22574010000;667394000
860524118;EDIFICACIONES;57263152000;90493000
860531626;EDIFICACIONES;1305535000;4031000
890000556;EDIFICACIONES;508681000;28082000
890105307;EDIFICACIONES;600000000;2908000000
890113374;EDIFICACIONES;8766890000;280310000
890200877;EDIFICACIONES;119043369000;323353000
890205584;EDIFICACIONES;8459862000;1088839000
890205645;EDIFICACIONES;291275171000;2043654000
890209514;EDIFICACIONES;1351507000;19781000
890211777;EDIFICACIONES;91676887000;661032000
890212254;EDIFICACIONES;13475995000;1096200000
890302629;EDIFICACIONES;156850189000;179091000
890311939;EDIFICACIONES;2564343000;33125000
890320987;EDIFICACIONES;22523466000;1091214000
890505513;EDIFICACIONES;31263116000;955476000
890506038;EDIFICACIONES;9186220000;248138000
890703779;EDIFICACIONES;22152620000;607706000
890900836;EDIFICACIONES;4049998000;286620000
890904041;EDIFICACIONES;66470154000;308957000
890905022;EDIFICACIONES;170286509000;357447000
890909034;EDIFICACIONES;34416247000;3962000
890911431;EDIFICACIONES;211672228000;7214919000
890913356;EDIFICACIONES;8283359000;390975000
890917007;EDIFICACIONES;11253538000;722606000
890919661;EDIFICACIONES;2819638000;416621000
890937515;EDIFICACIONES;3835370000;107651000
890939355;EDIFICACIONES;5577905000;57319000
890942766;EDIFICACIONES;15931685000;67157000
891001419;EDIFICACIONES;14393653000;218644000
891101084;EDIFICACIONES;7455014000;2205000
891101262;EDIFICACIONES;2193233000;30992000
891101301;EDIFICACIONES;1267895000;386124000
891411023;EDIFICACIONES;957314000;373000
891411338;EDIFICACIONES;857941000;5558000
891702877;EDIFICACIONES;24136904000;1226629000
891855774;EDIFICACIONES;21465455000;456673000
900006602;EDIFICACIONES;6354663000;1484820000
900009336;EDIFICACIONES;133255000;23669000
900014332;EDIFICACIONES;3099433000;34243000
900023062;EDIFICACIONES;4232806000;44166000
900023788;EDIFICACIONES;2706766000;254437000
900028123;EDIFICACIONES;12286742000;11453000
900030829;EDIFICACIONES;11290516000;155910000
900033271;EDIFICACIONES;4939642000;660138000
900035085;EDIFICACIONES;1728219000;30907000
900053064;EDIFICACIONES;24216767000;1957978000
900054746;EDIFICACIONES;28550672000;446263000
900060489;EDIFICACIONES;25721082000;108016000
900060879;EDIFICACIONES;17414899000;352572000
900061364;EDIFICACIONES;3850211000;114892000
900062553;EDIFICACIONES;11981035000;387989000
900063024;EDIFICACIONES;25400286000;205749000
900066708;EDIFICACIONES;9630933000;602930000
900070744;EDIFICACIONES;471866000;116926000
900073266;EDIFICACIONES;15352751000;297375000
900074158;EDIFICACIONES;7849009000;2000
900076995;EDIFICACIONES;16299038000;8412000
900077235;EDIFICACIONES;3057798000;266306000
900079848;EDIFICACIONES;25796168000;1198000
900082107;EDIFICACIONES;15957227000;469516000
900084460;EDIFICACIONES;17173137000;1943285000
900085546;EDIFICACIONES;24759429000;462501000
900098143;EDIFICACIONES;12667227000;274011000
900100417;EDIFICACIONES;8258858000;634654000
900103879;EDIFICACIONES;14699200000;13266000
900106817;EDIFICACIONES;441263000;66593000
900116055;EDIFICACIONES;12174160000;168333000
900116982;EDIFICACIONES;2504587000;54550000
900118289;EDIFICACIONES;6708528000;796088000
900122283;EDIFICACIONES;23672169000;747282000
900122603;EDIFICACIONES;1546451000;11743000
900128496;EDIFICACIONES;1031483000;437668000
900132687;EDIFICACIONES;2189141000;8963000
900132767;EDIFICACIONES;5110393000;736792000
900133059;EDIFICACIONES;8804825000;126687000
900138461;EDIFICACIONES;1495750000;55238000
900143256;EDIFICACIONES;6779374000;273946000
900146118;EDIFICACIONES;6540861000;66527000
900150037;EDIFICACIONES;183668000;40912000
900152062;EDIFICACIONES;3568905000;47189000
900153088;EDIFICACIONES;1532306000;3982000
900153398;EDIFICACIONES;6888703000;226357000
900153599;EDIFICACIONES;2781601000;214054000
900156253;EDIFICACIONES;5323467000;110048000
900162310;EDIFICACIONES;4011471000;6290000
900166862;EDIFICACIONES;453122000;4554000
900172213;EDIFICACIONES;22031320000;799372000
900172261;EDIFICACIONES;2368751000;146684000
900172805;EDIFICACIONES;830129000;8522000
900176883;EDIFICACIONES;208413000;14754000
900176905;EDIFICACIONES;135670000000;18567000000
900178588;EDIFICACIONES;9180064000;4206000
900179821;EDIFICACIONES;277438000;1192000
900180277;EDIFICACIONES;18773287000;388875000
900181044;EDIFICACIONES;2018291000;3129000
900182496;EDIFICACIONES;473543000;5704000
900186206;EDIFICACIONES;315975000;6326000
900187489;EDIFICACIONES;518037000;26682000
900189788;EDIFICACIONES;1001952000;28943000
900192711;EDIFICACIONES;134933851000;1379042000
900193989;EDIFICACIONES;4059240000;113711000
900199195;EDIFICACIONES;874014000;3166000
900201295;EDIFICACIONES;1771916000;117765000
900201727;EDIFICACIONES;6739276000;146831000
900201774;EDIFICACIONES;518717000;7524000
900210038;EDIFICACIONES;203500000;92970000
900211721;EDIFICACIONES;633972000;29950000
900220409;EDIFICACIONES;5940635000;444116000
900221138;EDIFICACIONES;22116121000;178279000
900233756;EDIFICACIONES;3963911000;6950000
900235350;EDIFICACIONES;2463700000;13000000
900244818;EDIFICACIONES;385427000;3057000
900246618;EDIFICACIONES;2165743000;112786000
900248211;EDIFICACIONES;357427000;132695000
900248611;EDIFICACIONES;8091342000;138343000
900253774;EDIFICACIONES;3411427000;16115000
900256204;EDIFICACIONES;1382060000;70363000
900258284;EDIFICACIONES;2072781000;32046000
900259154;EDIFICACIONES;3594966000;381242000
900259876;EDIFICACIONES;681615000;28649000
900266741;EDIFICACIONES;130052000;9878000
900291484;EDIFICACIONES;5950087000;4305000
900293504;EDIFICACIONES;47226000;2342000
900299769;EDIFICACIONES;2063090000;7420000
900301745;EDIFICACIONES;305043000;1995000
900310986;EDIFICACIONES;23085255000;1270435000
900314113;EDIFICACIONES;1093994000;132774000
900317686;EDIFICACIONES;6456658000;30546000
900317732;EDIFICACIONES;14507164000;429254000
900320921;EDIFICACIONES;2264772000;174241000
